"nom.size","an","N","T","omega"
0.05,0.3,500,2,-9.72790735952982
0.046,0.4,500,2,-9.72790735952982
0.046,0.05,500,10,-6.08693848165939
0.046,0.1,500,10,-6.08693848165939
0.046,0.15,500,10,-6.08693848165939
0.044,0.2,500,10,-6.08693848165939
0.042,0.3,500,10,-6.08693848165939
0.04,0.4,500,10,-6.08693848165939
0.046,0.05,500,10,-5.15869636226449
0.046,0.1,500,10,-5.15869636226449
0.046,0.15,500,10,-5.15869636226449
0.044,0.2,500,10,-5.15869636226449
0.042,0.3,500,10,-5.15869636226449
0.04,0.4,500,10,-5.15869636226449
0.058,0.05,500,10,-5.94210804784106
0.058,0.1,500,10,-5.94210804784106
0.056,0.15,500,10,-5.94210804784106
0.056,0.2,500,10,-5.94210804784106
0.056,0.3,500,10,-5.94210804784106
0.054,0.4,500,10,-5.94210804784106
0.052,0.05,500,10,-5.01195030865049
0.052,0.1,500,10,-5.01195030865049
0.052,0.15,500,10,-5.01195030865049
0.052,0.2,500,10,-5.01195030865049
0.05,0.3,500,10,-5.01195030865049
0.05,0.4,500,10,-5.01195030865049
0.046,0.05,500,10,-7.41947324248453
0.046,0.1,500,10,-7.41947324248453
0.046,0.15,500,10,-7.41947324248453
0.044,0.2,500,10,-7.41947324248453
0.042,0.3,500,10,-7.41947324248453
0.04,0.4,500,10,-7.41947324248453
0.046,0.05,500,10,-6.25852880244481
0.046,0.1,500,10,-6.25852880244481
0.046,0.15,500,10,-6.25852880244481
0.044,0.2,500,10,-6.25852880244481
0.042,0.3,500,10,-6.25852880244481
0.04,0.4,500,10,-6.25852880244481
0.058,0.05,500,10,-7.28026091176678
0.058,0.1,500,10,-7.28026091176678
0.056,0.15,500,10,-7.28026091176678
0.056,0.2,500,10,-7.28026091176678
0.056,0.3,500,10,-7.28026091176678
0.054,0.4,500,10,-7.28026091176678
0.052,0.05,500,10,-6.1187484059302
0.052,0.1,500,10,-6.1187484059302
0.052,0.15,500,10,-6.1187484059302
0.052,0.2,500,10,-6.1187484059302
0.05,0.3,500,10,-6.1187484059302
0.05,0.4,500,10,-6.1187484059302
0.046,0.05,500,10,-8.75200800330968
0.046,0.1,500,10,-8.75200800330968
0.046,0.15,500,10,-8.75200800330968
0.044,0.2,500,10,-8.75200800330968
0.042,0.3,500,10,-8.75200800330968
0.04,0.4,500,10,-8.75200800330968
0.046,0.05,500,10,-7.35836124262512
0.046,0.1,500,10,-7.35836124262512
0.046,0.15,500,10,-7.35836124262512
0.044,0.2,500,10,-7.35836124262512
0.042,0.3,500,10,-7.35836124262512
0.04,0.4,500,10,-7.35836124262512
0.058,0.05,500,10,-8.6184137756925
0.058,0.1,500,10,-8.6184137756925
0.056,0.15,500,10,-8.6184137756925
0.056,0.2,500,10,-8.6184137756925
0.056,0.3,500,10,-8.6184137756925
0.054,0.4,500,10,-8.6184137756925
0.052,0.05,500,10,-7.2255465032099
0.052,0.1,500,10,-7.2255465032099
0.052,0.15,500,10,-7.2255465032099
0.052,0.2,500,10,-7.2255465032099
0.05,0.3,500,10,-7.2255465032099
0.05,0.4,500,10,-7.2255465032099
0.046,0.05,500,10,-8.95534483469462
0.046,0.1,500,10,-8.95534483469462
0.046,0.15,500,10,-8.95534483469462
0.044,0.2,500,10,-8.95534483469462
0.042,0.3,500,10,-8.95534483469462
0.04,0.4,500,10,-8.95534483469462
0.046,0.05,500,10,-7.50641500010771
0.046,0.1,500,10,-7.50641500010771
0.046,0.15,500,10,-7.50641500010771
0.044,0.2,500,10,-7.50641500010771
0.042,0.3,500,10,-7.50641500010771
0.04,0.4,500,10,-7.50641500010771
0.058,0.05,500,10,-8.81868454156321
0.058,0.1,500,10,-8.81868454156321
0.056,0.15,500,10,-8.81868454156321
0.056,0.2,500,10,-8.81868454156321
0.056,0.3,500,10,-8.81868454156321
